# lncRNAs with conserved cores across mammals
# panel: 19 species (rheMac10, mm39, rn7, HLoryCun3, bosTau9, susScr11, HLbalEde1, HLcamDro2, equCab3, felCat9, canFam5, HLmanJav2, HLpteVam2, eriEur2, dasNov3, HLeleMax1, monDom5, HLdidVir1, HLnotEug3)
# criteria: lncRNA cores in >= 18 species, mean length >= 120 bp, mean cosine-SW distance <= 0.1
# total genes: 1107  |  intergenic (>5 kb from coding): 234
gene_bare	gene_name	overlap_category	n_cores	max_species	mean_species	best_mean_dist	best_median_dist	max_core_len	coding_partners
ENSG00000204055		antisense+sense	1	18	18.0	0.0141	0.006	372.0	ENSG00000188483,ENSG00000235007
ENSG00000263798		antisense+sense	1	18	18.0	0.0141	0.0129	206.0	ENSG00000108439,ENSG00000108465,ENSG00000167183
ENSG00000272762		antisense+sense	1	19	19.0	0.0159	0.0142	207.0	ENSG00000090097,ENSG00000114779,ENSG00000248487
ENSG00000256564		antisense+sense	1	19	19.0	0.0171	0.0169	208.0	ENSG00000008394,ENSG00000048540
ENSG00000293643		antisense+sense	1	18	18.0	0.0172	0.0113	326.0	ENSG00000128045,ENSG00000226887
ENSG00000235919	ASH1L-AS1	antisense+sense	1	18	18.0	0.0182	0.0124	667.0	ENSG00000116539,ENSG00000125459
ENSG00000261771	DNAAF4-CCPG1	antisense+sense	1	18	18.0	0.0191	0.0186	182.0	ENSG00000069943,ENSG00000256061,ENSG00000260916,ENSG00000261652
ENSG00000295846		antisense+sense	1	19	19.0	0.0192	0.0177	208.0	ENSG00000111684,ENSG00000182326
ENSG00000289750		antisense+sense	1	18	18.0	0.0198	0.015	288.0	ENSG00000131368,ENSG00000131381,ENSG00000177463
ENSG00000267009		antisense+sense	2	19	18.5	0.0199	0.0169	183.0	ENSG00000070540,ENSG00000108946,ENSG00000141337
ENSG00000286177		antisense+sense	1	19	19.0	0.0203	0.0149	379.0	ENSG00000105323,ENSG00000105329,ENSG00000142039
ENSG00000117242	PINK1-AS	antisense+sense	1	19	19.0	0.0233	0.0132	288.0	ENSG00000158828,ENSG00000244038
ENSG00000291151	NSUN5P1	antisense+sense	1	18	18.0	0.0245	0.017	337.0	ENSG00000178809,ENSG00000272391
ENSG00000253477		antisense+sense	1	19	19.0	0.0249	0.0133	236.0	ENSG00000176406,ENSG00000285982
ENSG00000204422		antisense+sense	1	18	18.0	0.0252	0.0225	124.0	ENSG00000204424,ENSG00000204427,ENSG00000250641
ENSG00000287678		antisense+sense	1	18	18.0	0.0278	0.0116	488.0	ENSG00000001167,ENSG00000124596
ENSG00000271858		antisense+sense	1	18	18.0	0.0288	0.0219	367.0	ENSG00000007402,ENSG00000272104
ENSG00000255197	SLC39A13-AS1	antisense+sense	1	18	18.0	0.0305	0.0195	236.0	ENSG00000066336,ENSG00000165915
ENSG00000276012		antisense+sense	1	19	19.0	0.0309	0.0261	125.0	ENSG00000102466,ENSG00000198542
ENSG00000265750		antisense+sense	1	19	19.0	0.031	0.0308	128.0	ENSG00000141447,ENSG00000154040
ENSG00000227014	FKBP14-AS1	antisense+sense	1	18	18.0	0.0326	0.025	368.0	ENSG00000106080,ENSG00000106086,ENSG00000136193
ENSG00000244380		antisense+sense	1	19	19.0	0.0362	0.0358	257.0	ENSG00000164051,ENSG00000232112
ENSG00000267765		antisense+sense	1	19	19.0	0.0369	0.0305	128.0	ENSG00000108797,ENSG00000184451
ENSG00000204261	PSMB8-AS1	antisense+sense	1	18	18.0	0.0371	0.0252	288.0	ENSG00000168394,ENSG00000204264,ENSG00000240065
ENSG00000267546		antisense+sense	1	18	18.0	0.0424	0.0325	241.0	ENSG00000161544,ENSG00000214140
ENSG00000215417	MIR17HG	intergenic	2	19	19.0	0.0044	0.0026	968.0	
ENSG00000294375		intergenic	1	19	19.0	0.0062	0.0058	448.0	
ENSG00000302450		intergenic	1	18	18.0	0.0078	0.0062	648.0	
ENSG00000229066		intergenic	1	19	19.0	0.0079	0.0066	481.0	
ENSG00000258107		intergenic	1	19	19.0	0.0082	0.0074	328.0	
ENSG00000256389		intergenic	1	19	19.0	0.0086	0.0083	448.0	
ENSG00000293925		intergenic	1	19	19.0	0.0086	0.0061	401.0	
ENSG00000287991		intergenic	1	19	19.0	0.0087	0.0072	608.0	
ENSG00000302277		intergenic	1	19	19.0	0.0093	0.0068	402.0	
ENSG00000291271		intergenic	2	19	19.0	0.0094	0.008	280.0	
ENSG00000308406		intergenic	1	19	19.0	0.0095	0.0082	328.0	
ENSG00000260664		intergenic	1	18	18.0	0.0096	0.0083	288.0	
ENSG00000290656		intergenic	1	18	18.0	0.0099	0.0078	368.0	
ENSG00000284705		intergenic	1	19	19.0	0.01	0.01	448.0	
ENSG00000308369		intergenic	1	19	19.0	0.0102	0.0067	448.0	
ENSG00000260805		intergenic	1	18	18.0	0.0102	0.0078	608.0	
ENSG00000290977		intergenic	2	19	19.0	0.0104	0.0093	384.0	
ENSG00000267465	LINC03103	intergenic	1	19	19.0	0.0106	0.0082	528.0	
ENSG00000290827		intergenic	1	18	18.0	0.0111	0.006	448.0	
ENSG00000283096		intergenic	1	19	19.0	0.0113	0.0109	328.0	
ENSG00000231881		intergenic	1	18	18.0	0.0113	0.0092	328.0	
ENSG00000261257		intergenic	1	19	19.0	0.0115	0.0082	408.0	
ENSG00000270866		intergenic	1	18	18.0	0.012	0.008	488.0	
ENSG00000231754		intergenic	1	19	19.0	0.0123	0.0092	1248.0	
ENSG00000289301		intergenic	1	19	19.0	0.0125	0.0103	488.0	
ENSG00000295484		intergenic	1	18	18.0	0.0128	0.0112	241.0	
ENSG00000305325		intergenic	1	18	18.0	0.0128	0.0106	226.0	
ENSG00000291124		intergenic	1	18	18.0	0.013	0.012	248.0	
ENSG00000290923	PGM5P2	intergenic	1	19	19.0	0.0131	0.0107	225.0	
ENSG00000289044		intergenic	1	19	19.0	0.0134	0.01	648.0	
ENSG00000290657		intergenic	1	19	19.0	0.0134	0.0122	276.0	
ENSG00000279583		intergenic	1	19	19.0	0.0136	0.0081	603.0	
ENSG00000306827		intergenic	1	18	18.0	0.0139	0.0131	408.0	
ENSG00000237720		intergenic	1	19	19.0	0.014	0.008	488.0	
ENSG00000304309		intergenic	2	19	18.5	0.0141	0.0133	202.0	
ENSG00000298094		intergenic	1	19	19.0	0.0142	0.0138	208.0	
ENSG00000309967		intergenic	1	19	19.0	0.0144	0.0125	288.0	
ENSG00000294083		intergenic	1	18	18.0	0.0145	0.011	288.0	
ENSG00000306014		intergenic	1	19	19.0	0.0146	0.0097	399.0	
ENSG00000309013		intergenic	1	18	18.0	0.0149	0.0132	288.0	
ENSG00000236914	LINC01852	intergenic	1	19	19.0	0.015	0.0072	551.0	
ENSG00000286129		intergenic	1	18	18.0	0.0152	0.0102	368.0	
ENSG00000307652		intergenic	1	18	18.0	0.0153	0.0113	488.0	
ENSG00000287538		intergenic	1	18	18.0	0.0153	0.009	723.0	
ENSG00000297831		intergenic	1	19	19.0	0.0154	0.0155	233.0	
ENSG00000309689		intergenic	1	18	18.0	0.0156	0.0135	448.0	
ENSG00000242012		intergenic	1	18	18.0	0.0156	0.013	174.0	
ENSG00000289313	LINC01512	intergenic	1	18	18.0	0.0156	0.0082	648.0	
ENSG00000291249		intergenic	1	18	18.0	0.0156	0.0156	193.0	
ENSG00000289163		intergenic	1	18	18.0	0.0157	0.0142	368.0	
ENSG00000291003		intergenic	3	18	18.0	0.0158	0.0136	231.0	
ENSG00000291277		intergenic	1	19	19.0	0.0159	0.0074	399.0	
ENSG00000226673	LINC01108	intergenic	1	18	18.0	0.016	0.0112	568.0	
ENSG00000302929		intergenic	1	18	18.0	0.0161	0.0111	328.0	
ENSG00000291082	HERC2P9	intergenic	3	19	18.67	0.0161	0.0131	231.0	
ENSG00000293431	MBL1P	intergenic	1	18	18.0	0.0162	0.0156	331.0	
ENSG00000296033		intergenic	1	19	19.0	0.0162	0.0119	448.0	
ENSG00000291142		intergenic	1	19	19.0	0.0164	0.0164	189.0	
ENSG00000289101		intergenic	1	19	19.0	0.0165	0.0103	282.0	
ENSG00000290823		intergenic	2	18	18.0	0.0165	0.0156	153.0	
ENSG00000291196	KRT16P3	intergenic	2	19	18.5	0.0165	0.0155	220.0	
ENSG00000297423		intergenic	1	19	19.0	0.0166	0.0099	472.0	
ENSG00000261485		intergenic	1	18	18.0	0.0167	0.0098	448.0	
ENSG00000299786		intergenic	1	19	19.0	0.0167	0.0146	208.0	
ENSG00000234292		intergenic	1	18	18.0	0.0168	0.0151	448.0	
ENSG00000290425		intergenic	1	18	18.0	0.0168	0.016	152.0	
ENSG00000290984		intergenic	1	19	19.0	0.0169	0.0115	463.0	
ENSG00000290523		intergenic	1	18	18.0	0.0172	0.0134	172.0	
ENSG00000286638		intergenic	1	19	19.0	0.0172	0.0158	608.0	
ENSG00000298619		intergenic	1	18	18.0	0.0172	0.0106	284.0	
ENSG00000295321		intergenic	1	19	19.0	0.0177	0.0136	209.0	
ENSG00000293389		intergenic	2	19	18.5	0.0178	0.0174	135.0	
ENSG00000296491		intergenic	1	18	18.0	0.0179	0.0168	160.0	
ENSG00000293526		intergenic	1	19	19.0	0.018	0.0094	488.0	
ENSG00000299231		intergenic	1	19	19.0	0.018	0.0129	248.0	
ENSG00000310526	WASH7P	intergenic	2	19	18.5	0.018	0.0136	198.0	
ENSG00000293863		intergenic	1	18	18.0	0.0182	0.0146	168.0	
ENSG00000259278		intergenic	1	19	19.0	0.0183	0.0131	328.0	
ENSG00000297679		intergenic	1	18	18.0	0.0184	0.015	215.0	
ENSG00000231532	LINC01249	intergenic	1	19	19.0	0.0185	0.0169	248.0	
ENSG00000306820		intergenic	1	19	19.0	0.0188	0.0141	203.0	
ENSG00000295881		intergenic	1	19	19.0	0.0191	0.0109	343.0	
ENSG00000307850		intergenic	1	18	18.0	0.0191	0.0117	231.0	
ENSG00000296081		intergenic	1	18	18.0	0.0194	0.0171	159.0	
ENSG00000301635		intergenic	1	18	18.0	0.0194	0.0181	168.0	
ENSG00000298352		intergenic	1	18	18.0	0.0194	0.0172	431.0	
ENSG00000289902		intergenic	1	18	18.0	0.0195	0.0126	608.0	
ENSG00000293535		intergenic	2	18	18.0	0.0196	0.0108	608.0	
ENSG00000310005		intergenic	1	19	19.0	0.0196	0.0146	227.0	
ENSG00000294404		intergenic	1	19	19.0	0.0196	0.0151	357.0	
ENSG00000293538	DMBT1L1	intergenic	1	19	19.0	0.0197	0.0162	202.0	
ENSG00000299829		intergenic	1	19	19.0	0.0197	0.018	146.0	
ENSG00000303440		intergenic	1	19	19.0	0.0198	0.007	448.0	
ENSG00000270111		intergenic	1	19	19.0	0.0199	0.0191	138.0	
ENSG00000229203		intergenic	1	18	18.0	0.0201	0.0157	248.0	
ENSG00000290839		intergenic	1	18	18.0	0.0201	0.0168	178.0	
ENSG00000303528		intergenic	1	19	19.0	0.0202	0.0185	168.0	
ENSG00000259119		intergenic	1	18	18.0	0.0204	0.008	448.0	
ENSG00000300759		intergenic	1	19	19.0	0.0205	0.017	248.0	
ENSG00000307808		intergenic	1	18	18.0	0.0207	0.019	168.0	
ENSG00000309026		intergenic	1	18	18.0	0.0209	0.0207	125.0	
ENSG00000290906		intergenic	1	18	18.0	0.021	0.019	156.0	
ENSG00000260738	LINC00554	intergenic	1	19	19.0	0.0212	0.0155	848.0	
ENSG00000249699		intergenic	1	18	18.0	0.0213	0.0183	168.0	
ENSG00000290557		intergenic	1	18	18.0	0.0213	0.018	174.0	
ENSG00000289915		intergenic	1	18	18.0	0.0214	0.0141	187.0	
ENSG00000289235		intergenic	1	18	18.0	0.0215	0.0134	408.0	
ENSG00000287583		intergenic	1	19	19.0	0.0215	0.0187	208.0	
ENSG00000300431		intergenic	1	19	19.0	0.0215	0.0184	248.0	
ENSG00000286380		intergenic	1	18	18.0	0.0216	0.0183	288.0	
ENSG00000224817	LINC03046	intergenic	1	18	18.0	0.0216	0.0168	252.0	
ENSG00000256717	LINC02698	intergenic	1	18	18.0	0.0217	0.019	265.0	
ENSG00000261803	LINC02140	intergenic	1	18	18.0	0.0217	0.0207	144.0	
ENSG00000293385		intergenic	1	18	18.0	0.0219	0.0213	165.0	
ENSG00000287151	LINC03124	intergenic	1	18	18.0	0.0219	0.0202	151.0	
ENSG00000293477	CRYZL2P	intergenic	1	19	19.0	0.0223	0.0149	229.0	
ENSG00000285914		intergenic	1	18	18.0	0.0226	0.0194	208.0	
ENSG00000293458	FMO6P	intergenic	1	19	19.0	0.0227	0.016	288.0	
ENSG00000267204		intergenic	1	19	19.0	0.023	0.0206	1128.0	
ENSG00000293451	TDH	intergenic	1	18	18.0	0.0232	0.02	270.0	
ENSG00000289087		intergenic	1	19	19.0	0.0234	0.0177	328.0	
ENSG00000297836		intergenic	1	18	18.0	0.0239	0.0168	328.0	
ENSG00000296576		intergenic	1	18	18.0	0.0239	0.0152	192.0	
ENSG00000307859		intergenic	1	19	19.0	0.024	0.0164	173.0	
ENSG00000304346		intergenic	1	19	19.0	0.024	0.0209	128.0	
ENSG00000305887		intergenic	1	18	18.0	0.0241	0.0173	248.0	
ENSG00000290569		intergenic	1	19	19.0	0.0242	0.017	422.0	
ENSG00000275016		intergenic	1	19	19.0	0.0242	0.0207	168.0	
ENSG00000307416		intergenic	1	19	19.0	0.0243	0.0224	208.0	
ENSG00000229484	LINC02766	intergenic	1	19	19.0	0.0243	0.0163	224.0	
ENSG00000298647		intergenic	1	18	18.0	0.025	0.0181	568.0	
ENSG00000298187		intergenic	1	19	19.0	0.0251	0.023	168.0	
ENSG00000295871		intergenic	1	19	19.0	0.0251	0.0185	248.0	
ENSG00000283436	LINC01958	intergenic	1	18	18.0	0.0251	0.0212	128.0	
ENSG00000291027	UBE2Q2P1	intergenic	1	18	18.0	0.0251	0.0114	421.0	
ENSG00000304068		intergenic	1	19	19.0	0.0252	0.0252	128.0	
ENSG00000300175		intergenic	1	18	18.0	0.0254	0.0219	208.0	
ENSG00000307005		intergenic	1	18	18.0	0.0255	0.0189	231.0	
ENSG00000310236		intergenic	1	18	18.0	0.0255	0.025	229.0	
ENSG00000273248		intergenic	1	19	19.0	0.0257	0.0228	608.0	
ENSG00000299350		intergenic	1	19	19.0	0.0257	0.0239	208.0	
ENSG00000254377	MIR124-2HG	intergenic	1	19	19.0	0.0258	0.0269	431.0	
ENSG00000299191		intergenic	1	19	19.0	0.0258	0.0206	208.0	
ENSG00000293697	ANKRD20A5P	intergenic	1	18	18.0	0.0258	0.0212	174.0	
ENSG00000304838		intergenic	1	19	19.0	0.0258	0.0192	208.0	
ENSG00000227036	LINC00511	intergenic	1	18	18.0	0.0258	0.0173	496.0	
ENSG00000290768		intergenic	1	19	19.0	0.026	0.0222	288.0	
ENSG00000293403		intergenic	1	18	18.0	0.0262	0.0256	135.0	
ENSG00000310211		intergenic	1	19	19.0	0.0263	0.0223	168.0	
ENSG00000307123		intergenic	1	18	18.0	0.0263	0.0164	648.0	
ENSG00000308640		intergenic	1	19	19.0	0.0264	0.0215	168.0	
ENSG00000291170		intergenic	1	19	19.0	0.0269	0.0254	250.0	
ENSG00000298466	CEP170P1	intergenic	1	19	19.0	0.0272	0.0233	127.0	
ENSG00000233977		intergenic	1	19	19.0	0.0273	0.018	222.0	
ENSG00000293555	FAM169BP	intergenic	1	18	18.0	0.0273	0.0188	183.0	
ENSG00000291233		intergenic	1	19	19.0	0.0274	0.0191	208.0	
ENSG00000290927		intergenic	1	18	18.0	0.0276	0.0188	208.0	
ENSG00000301565		intergenic	1	19	19.0	0.0277	0.0233	448.0	
ENSG00000309578		intergenic	1	19	19.0	0.0279	0.0168	289.0	
ENSG00000297747		intergenic	1	18	18.0	0.028	0.0176	189.0	
ENSG00000267391	MIR122HG	intergenic	1	18	18.0	0.0282	0.021	328.0	
ENSG00000307919		intergenic	1	18	18.0	0.0283	0.0229	648.0	
ENSG00000307386		intergenic	1	19	19.0	0.0286	0.0189	176.0	
ENSG00000242268	LINC02082	intergenic	1	18	18.0	0.0287	0.0215	126.0	
ENSG00000291294		intergenic	1	19	19.0	0.0287	0.0226	208.0	
ENSG00000291264		intergenic	1	19	19.0	0.0288	0.0281	125.0	
ENSG00000291166		intergenic	1	18	18.0	0.0288	0.0258	146.0	
ENSG00000307314		intergenic	1	19	19.0	0.0289	0.0241	368.0	
ENSG00000299868		intergenic	1	19	19.0	0.029	0.0252	178.0	
ENSG00000232985		intergenic	1	18	18.0	0.029	0.0228	181.0	
ENSG00000308397		intergenic	1	18	18.0	0.0291	0.0163	448.0	
ENSG00000290757	CTSL3P	intergenic	1	19	19.0	0.0294	0.0238	194.0	
ENSG00000310320		intergenic	1	18	18.0	0.0296	0.0276	165.0	
ENSG00000307638		intergenic	1	18	18.0	0.0296	0.0209	368.0	
ENSG00000293114		intergenic	1	18	18.0	0.0296	0.0212	406.0	
ENSG00000308675		intergenic	1	18	18.0	0.0297	0.0201	182.0	
ENSG00000301010		intergenic	1	18	18.0	0.0299	0.0248	168.0	
ENSG00000290978		intergenic	1	18	18.0	0.03	0.022	161.0	
ENSG00000297705		intergenic	1	18	18.0	0.03	0.025	448.0	
ENSG00000307285		intergenic	1	18	18.0	0.0302	0.0256	288.0	
ENSG00000295312		intergenic	1	18	18.0	0.0303	0.0302	128.0	
ENSG00000297856		intergenic	1	18	18.0	0.0304	0.0248	368.0	
ENSG00000287289		intergenic	1	18	18.0	0.0305	0.0232	408.0	
ENSG00000305955	KMT2CP1	intergenic	1	18	18.0	0.0306	0.0274	165.0	
ENSG00000294793		intergenic	1	18	18.0	0.0306	0.0185	328.0	
ENSG00000204876		intergenic	1	18	18.0	0.0307	0.0238	1128.0	
ENSG00000305272		intergenic	1	18	18.0	0.0308	0.0179	303.0	
ENSG00000304379		intergenic	1	19	19.0	0.031	0.0223	288.0	
ENSG00000261770		intergenic	1	18	18.0	0.0313	0.0283	128.0	
ENSG00000223726		intergenic	1	18	18.0	0.0315	0.0241	128.0	
ENSG00000301642		intergenic	1	18	18.0	0.0317	0.0274	211.0	
ENSG00000287178		intergenic	1	18	18.0	0.0319	0.0264	168.0	
ENSG00000293193		intergenic	1	19	19.0	0.032	0.0271	209.0	
ENSG00000274265		intergenic	1	19	19.0	0.032	0.0239	328.0	
ENSG00000304756		intergenic	1	19	19.0	0.0327	0.0302	132.0	
ENSG00000298856		intergenic	1	19	19.0	0.0329	0.0238	216.0	
ENSG00000290387	SORD2P	intergenic	1	18	18.0	0.0331	0.0178	301.0	
ENSG00000233290		intergenic	1	18	18.0	0.0331	0.0326	128.0	
ENSG00000290972		intergenic	1	18	18.0	0.0334	0.0274	143.0	
ENSG00000232413		intergenic	1	18	18.0	0.0335	0.028	128.0	
ENSG00000291189		intergenic	1	18	18.0	0.0341	0.0286	156.0	
ENSG00000289328		intergenic	1	19	19.0	0.0342	0.0318	128.0	
ENSG00000304775		intergenic	1	19	19.0	0.0342	0.0299	168.0	
ENSG00000233593	LINC02609	intergenic	1	18	18.0	0.0343	0.0278	336.0	
ENSG00000253688		intergenic	1	19	19.0	0.0344	0.0241	139.0	
ENSG00000306168		intergenic	1	18	18.0	0.0361	0.0262	168.0	
ENSG00000223944		intergenic	1	18	18.0	0.0364	0.0288	128.0	
ENSG00000251391		intergenic	1	18	18.0	0.0365	0.0259	142.0	
ENSG00000286281		intergenic	1	18	18.0	0.0368	0.0417	387.0	
ENSG00000234546	LNCTAM34A	intergenic	1	18	18.0	0.0376	0.026	225.0	
ENSG00000297577		intergenic	1	18	18.0	0.0378	0.0351	248.0	
ENSG00000229307		intergenic	1	18	18.0	0.0385	0.0274	128.0	
ENSG00000273244		intergenic	1	18	18.0	0.0387	0.0318	129.0	
ENSG00000254401		intergenic	1	19	19.0	0.0398	0.0407	208.0	
ENSG00000308795		intergenic	1	18	18.0	0.04	0.0222	368.0	
ENSG00000240423	LINC00636	intergenic	1	18	18.0	0.0401	0.0319	435.0	
ENSG00000291031	BCORP1	intergenic	1	19	19.0	0.0401	0.0362	147.0	
ENSG00000283999		intergenic	1	18	18.0	0.0408	0.038	168.0	
ENSG00000303605		intergenic	1	18	18.0	0.041	0.0412	323.0	
ENSG00000260804	LINC01963	intergenic	1	18	18.0	0.0416	0.0302	248.0	
ENSG00000298223		intergenic	1	19	19.0	0.0417	0.0357	208.0	
ENSG00000205086	LINC02898	intergenic	1	18	18.0	0.0424	0.0273	208.0	
ENSG00000309236		intergenic	1	18	18.0	0.0427	0.0372	148.0	
ENSG00000233723	LINC01122	intergenic	1	18	18.0	0.0433	0.0351	128.0	
ENSG00000285611		intergenic	1	18	18.0	0.0451	0.0448	128.0	
ENSG00000297292		intergenic	1	18	18.0	0.0457	0.0277	168.0	
ENSG00000300787		intergenic	1	18	18.0	0.0469	0.0486	208.0	
ENSG00000310515		intergenic	1	18	18.0	0.0473	0.042	168.0	
ENSG00000302523		intergenic	1	19	19.0	0.0485	0.0448	208.0	
ENSG00000284623	LINC02786	intergenic	1	18	18.0	0.0502	0.0356	183.0	
ENSG00000291198		intergenic	1	18	18.0	0.0511	0.0503	168.0	
ENSG00000302517		intergenic	1	19	19.0	0.0554	0.0551	120.0	
ENSG00000296808		intergenic	1	19	19.0	0.0571	0.0568	120.0	
ENSG00000286258		intergenic	1	18	18.0	0.0658	0.0645	128.0	
ENSG00000302140		near_coding_5kb	1	19	19.0	0.0081	0.0075	568.0	
ENSG00000295236		near_coding_5kb	1	18	18.0	0.0085	0.0064	568.0	
ENSG00000277837		near_coding_5kb	1	18	18.0	0.009	0.0086	528.0	
ENSG00000289111		near_coding_5kb	1	19	19.0	0.0102	0.0053	728.0	
ENSG00000289296		near_coding_5kb	1	19	19.0	0.0103	0.0098	328.0	
ENSG00000310004		near_coding_5kb	1	18	18.0	0.0107	0.0081	379.0	
ENSG00000268471	MIR4453HG	near_coding_5kb	1	19	19.0	0.0108	0.0061	768.0	
ENSG00000221949	LINC01465	near_coding_5kb	1	19	19.0	0.0111	0.0069	768.0	
ENSG00000289159		near_coding_5kb	1	18	18.0	0.0112	0.0069	608.0	
ENSG00000303054		near_coding_5kb	1	18	18.0	0.0113	0.009	315.0	
ENSG00000291121		near_coding_5kb	1	19	19.0	0.0115	0.0106	509.0	
ENSG00000293556		near_coding_5kb	2	18	18.0	0.0115	0.0105	323.0	
ENSG00000304197		near_coding_5kb	2	19	18.5	0.0115	0.0115	201.0	
ENSG00000270177	PPP2CA-DT	near_coding_5kb	1	19	19.0	0.0116	0.008	968.0	
ENSG00000275180		near_coding_5kb	1	19	19.0	0.0116	0.0062	688.0	
ENSG00000291152	SBDSP1	near_coding_5kb	1	19	19.0	0.0117	0.0108	368.0	
ENSG00000288779		near_coding_5kb	1	19	19.0	0.012	0.0068	808.0	
ENSG00000285967	NIPBL-DT	near_coding_5kb	1	18	18.0	0.0121	0.0055	846.0	
ENSG00000278921	EPB41L4A-DT	near_coding_5kb	1	18	18.0	0.0123	0.0106	488.0	
ENSG00000294927		near_coding_5kb	1	19	19.0	0.0126	0.0125	488.0	
ENSG00000273015		near_coding_5kb	1	19	19.0	0.0126	0.008	768.0	
ENSG00000289501		near_coding_5kb	1	18	18.0	0.0134	0.0042	1008.0	
ENSG00000288940		near_coding_5kb	1	18	18.0	0.0147	0.009	408.0	
ENSG00000297852		near_coding_5kb	1	19	19.0	0.0147	0.0081	808.0	
ENSG00000294681		near_coding_5kb	1	19	19.0	0.0147	0.0137	288.0	
ENSG00000301667		near_coding_5kb	1	18	18.0	0.0147	0.0144	170.0	
ENSG00000250220		near_coding_5kb	1	18	18.0	0.0148	0.0122	288.0	
ENSG00000227896		near_coding_5kb	1	19	19.0	0.015	0.0126	328.0	
ENSG00000296951		near_coding_5kb	1	18	18.0	0.0158	0.0122	292.0	
ENSG00000289155		near_coding_5kb	1	19	19.0	0.016	0.0127	568.0	
ENSG00000293464		near_coding_5kb	1	19	19.0	0.016	0.011	528.0	
ENSG00000307366		near_coding_5kb	1	18	18.0	0.0162	0.0134	248.0	
ENSG00000289198		near_coding_5kb	1	18	18.0	0.0164	0.0125	288.0	
ENSG00000233429	HOTAIRM1	near_coding_5kb	1	19	19.0	0.0165	0.0151	208.0	
ENSG00000272043		near_coding_5kb	1	18	18.0	0.0168	0.0111	608.0	
ENSG00000301977		near_coding_5kb	1	19	19.0	0.0169	0.0105	528.0	
ENSG00000229108	LINC02587	near_coding_5kb	1	18	18.0	0.017	0.0144	187.0	
ENSG00000229582		near_coding_5kb	1	19	19.0	0.0173	0.0076	608.0	
ENSG00000308378		near_coding_5kb	1	19	19.0	0.0175	0.0073	488.0	
ENSG00000297204		near_coding_5kb	1	19	19.0	0.0176	0.012	408.0	
ENSG00000285205	GSC-DT	near_coding_5kb	1	18	18.0	0.0176	0.013	248.0	
ENSG00000297359		near_coding_5kb	1	19	19.0	0.0177	0.0163	195.0	
ENSG00000197322	TMEM132E-DT	near_coding_5kb	1	19	19.0	0.0177	0.0096	448.0	
ENSG00000309217		near_coding_5kb	1	19	19.0	0.0179	0.0156	448.0	
ENSG00000287306		near_coding_5kb	1	18	18.0	0.0181	0.0161	248.0	
ENSG00000307172		near_coding_5kb	1	18	18.0	0.0184	0.0138	968.0	
ENSG00000304436		near_coding_5kb	1	18	18.0	0.0184	0.016	248.0	
ENSG00000240790	SND1-DT	near_coding_5kb	1	18	18.0	0.0186	0.0148	253.0	
ENSG00000295113		near_coding_5kb	1	18	18.0	0.0186	0.0175	168.0	
ENSG00000268388	FENDRR	near_coding_5kb	1	19	19.0	0.0188	0.0106	298.0	
ENSG00000227128	LBX1-AS1	near_coding_5kb	1	19	19.0	0.0188	0.0139	448.0	
ENSG00000293507	FBXL9P	near_coding_5kb	1	18	18.0	0.019	0.0133	218.0	
ENSG00000288728		near_coding_5kb	1	18	18.0	0.0192	0.019	648.0	
ENSG00000289903		near_coding_5kb	1	19	19.0	0.0194	0.0089	608.0	
ENSG00000294904		near_coding_5kb	1	19	19.0	0.0194	0.0095	728.0	
ENSG00000296659		near_coding_5kb	1	19	19.0	0.0196	0.0148	215.0	
ENSG00000266402	SNHG25	near_coding_5kb	1	18	18.0	0.0198	0.0155	481.0	
ENSG00000307974		near_coding_5kb	1	19	19.0	0.0199	0.0163	368.0	
ENSG00000271387	C1orf21-DT	near_coding_5kb	1	19	19.0	0.0205	0.0148	488.0	
ENSG00000308452		near_coding_5kb	1	19	19.0	0.0214	0.0123	368.0	
ENSG00000293311	SMPD4BP	near_coding_5kb	2	19	18.5	0.0215	0.0192	288.0	
ENSG00000271398		near_coding_5kb	1	19	19.0	0.0217	0.0136	288.0	
ENSG00000234432	LINC02983	near_coding_5kb	1	19	19.0	0.0219	0.013	1328.0	
ENSG00000289848		near_coding_5kb	1	18	18.0	0.0221	0.011	408.0	
ENSG00000289196		near_coding_5kb	1	19	19.0	0.0223	0.017	328.0	
ENSG00000273329		near_coding_5kb	1	19	19.0	0.0223	0.0192	234.0	
ENSG00000288812		near_coding_5kb	1	19	19.0	0.0224	0.0168	328.0	
ENSG00000247400	DNAJC3-DT	near_coding_5kb	1	18	18.0	0.0224	0.0188	284.0	
ENSG00000300775		near_coding_5kb	1	18	18.0	0.0225	0.0183	368.0	
ENSG00000306045		near_coding_5kb	1	19	19.0	0.0226	0.0124	208.0	
ENSG00000306928		near_coding_5kb	1	18	18.0	0.0226	0.016	310.0	
ENSG00000299940		near_coding_5kb	1	19	19.0	0.023	0.0187	311.0	
ENSG00000289057		near_coding_5kb	1	19	19.0	0.023	0.0114	328.0	
ENSG00000297299		near_coding_5kb	1	19	19.0	0.023	0.0264	768.0	
ENSG00000306718		near_coding_5kb	1	18	18.0	0.0231	0.0242	122.0	
ENSG00000296642		near_coding_5kb	1	19	19.0	0.0232	0.0174	201.0	
ENSG00000273209		near_coding_5kb	2	19	18.5	0.0236	0.0158	368.0	
