core_id	gene_bare	gene_name	source_gene_id	ref_chrom	ref_start	ref_end	ref_strand	reference_core_length	mean_reference_island_length	overlap_category	coding_partners	n_species_accepted	n_species_d_le_0.05	n_species_d_le_0.04	n_species_d_le_0.03	n_species_d_le_0.02	n_species_d_le_0.01	mean_dist	median_dist	max_dist	mean_aligned_length	median_aligned_length	species_present
ENSG00000285649_core_2	ENSG00000285649		U_ENSG00000285649.2	chr1	43970040	43970307	-	267	267.0	antisense	ENSG00000117410,ENSG00000132768	17	14	13	13	10	0	0.0282	0.0182	0.0838	209.2	236.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,susScr11
ENSG00000285667_core_1	ENSG00000285667		U_ENSG00000285667.2	chr15	84747857	84748253	-	396	396.0	near_coding_5kb	.	17	15	15	15	10	3	0.0221	0.0158	0.0622	334.1	380.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000285668_core_1	ENSG00000285668		U_ENSG00000285668.2	chr17	45585085	45585246	-	161	161.0	intergenic	.	17	16	16	15	1	0	0.0272	0.0236	0.0733	172.8	179.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000285728_core_1	ENSG00000285728		U_ENSG00000285728.4	chr1	42681713	42682161	-	448	448.0	antisense	ENSG00000171960,ENSG00000186409	18	16	13	13	10	4	0.0256	0.0149	0.0871	310.6	387.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000285793_core_4	ENSG00000285793	ANAPC1P2	U_ENSG00000285793.2	chr2	87043712	87043984	-	272	272.0	intergenic	.	17	17	17	17	17	10	0.01	0.0093	0.0131	250.5	264.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000285793_core_6	ENSG00000285793	ANAPC1P2	U_ENSG00000285793.2	chr2	87049652	87049803	-	151	151.0	intergenic	.	17	16	16	16	13	0	0.021	0.0175	0.0733	148.8	151.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000285796_core_8	ENSG00000285796		U_ENSG00000285796.2	chr20	45934038	45935046	-	1008	1008.0	antisense	ENSG00000100982	18	18	18	18	18	18	0.004	0.0034	0.0077	854.0	889.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000285833_core_2	ENSG00000285833		U_ENSG00000285833.1	chr1	11501593	11501881	-	288	288.0	antisense	ENSG00000204624	17	16	14	14	13	2	0.0185	0.0113	0.0541	264.8	286.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,susScr11
ENSG00000285840_core_1	ENSG00000285840		U_ENSG00000285840.3	chr13	30445824	30446032	+	208	208.0	antisense	ENSG00000189403	17	15	13	11	3	0	0.0339	0.0275	0.0981	153.1	166.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000285844_core_3	ENSG00000285844	KCNQ5-DT	U_ENSG00000285844.2	chr6	72621189	72621957	-	768	768.0	antisense	ENSG00000185760	19	19	19	17	14	8	0.0149	0.0132	0.0367	518.6	533.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000285846_core_2	ENSG00000285846		U_ENSG00000285846.1	chr10	93076962	93077231	+	269	269.0	sense_overlapping	ENSG00000095596,ENSG00000187553	19	19	19	18	17	9	0.0137	0.0111	0.0309	204.4	208.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000285848_core_1	ENSG00000285848		U_ENSG00000285848.1	chr16	84817181	84817458	-	277	277.0	antisense	ENSG00000103196	19	14	12	7	2	1	0.0418	0.0328	0.085	187.5	203.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000285881_core_1	ENSG00000285881		U_ENSG00000285881.2	chr8	22188181	22188653	-	472	472.0	antisense	ENSG00000168487	18	16	14	12	8	1	0.0263	0.021	0.0543	234.4	182.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000285908_core_3	ENSG00000285908		U_ENSG00000285908.1	chr3	133805620	133805948	-	328	328.0	antisense	ENSG00000144867	18	15	15	15	9	1	0.0288	0.021	0.0788	247.4	254.5	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000285914_core_2	ENSG00000285914		U_ENSG00000285914.2	chr5	171724968	171725176	-	208	208.0	intergenic	.	18	18	17	15	9	0	0.0226	0.0194	0.0496	178.8	179.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000285921_core_1	ENSG00000285921		U_ENSG00000285921.1	chr11	96092453	96092821	+	368	368.0	antisense	ENSG00000184384	18	18	17	17	17	15	0.0106	0.0078	0.0472	346.4	364.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000285952_core_6	ENSG00000285952		U_ENSG00000285952.1	chr16	4800843	4801211	-	368	368.0	antisense+sense	ENSG00000067836,ENSG00000140623,ENSG00000267795	17	12	12	12	4	2	0.0327	0.0261	0.0761	236.0	239.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000285967_core_2	ENSG00000285967	NIPBL-DT	U_ENSG00000285967.2	chr5	36875811	36876657	-	846	846.0	near_coding_5kb	.	18	17	16	16	15	15	0.0121	0.0055	0.0569	698.6	771.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000286028_core_1	ENSG00000286028	MIR34BHG	U_ENSG00000286028.2	chr11	111513379	111513667	+	288	288.0	antisense	ENSG00000137707	17	15	15	15	10	0	0.0269	0.0193	0.0909	190.5	222.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7
ENSG00000286067_core_1	ENSG00000286067		U_ENSG00000286067.1	chr12	120221638	120221766	+	128	128.0	antisense	ENSG00000089159	18	18	17	13	2	0	0.0256	0.0226	0.0485	114.1	127.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000286129_core_3	ENSG00000286129		U_ENSG00000286129.1	chr22	22322662	22323030	+	368	368.0	intergenic	.	18	17	17	17	16	7	0.0152	0.0102	0.0848	345.9	361.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,monDom5,rheMac10,rn7,susScr11
ENSG00000286177_core_1	ENSG00000286177		U_ENSG00000286177.1	chr19	41310033	41310412	-	379	379.0	antisense+sense	ENSG00000105323,ENSG00000105329,ENSG00000142039	19	17	17	16	13	2	0.0203	0.0149	0.0605	317.5	328.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000286181_core_4	ENSG00000286181		U_ENSG00000286181.1	chrX	49270343	49270521	-	178	178.0	antisense+sense	ENSG00000049768,ENSG00000049769,ENSG00000290184	17	16	16	16	6	0	0.0265	0.0217	0.0964	169.4	177.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000286248_core_1	ENSG00000286248		U_ENSG00000286248.1	chr12	121186413	121186661	-	248	248.0	antisense	ENSG00000089041	17	11	10	9	1	1	0.0418	0.0291	0.0785	156.8	167.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000286258_core_1	ENSG00000286258		U_ENSG00000286258.2	chr12	104147317	104147445	-	128	128.0	intergenic	.	18	4	2	0	0	0	0.0658	0.0645	0.0927	110.9	111.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000286281_core_1	ENSG00000286281		U_ENSG00000286281.1	chr6	14211578	14211965	+	387	387.0	intergenic	.	18	15	8	7	3	1	0.0368	0.0417	0.0626	248.6	238.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000286305_core_2	ENSG00000286305		U_ENSG00000286305.1	chr7	98993558	98993778	-	220	220.0	antisense	ENSG00000196367	19	19	19	19	14	0	0.0165	0.0145	0.0291	184.2	189.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000286320_core_3	ENSG00000286320		U_ENSG00000286320.3	chr4	139764199	139764973	+	774	774.0	antisense	ENSG00000196782	17	16	16	12	9	5	0.0229	0.0194	0.0745	310.5	263.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,canFam5,dasNov3,equCab3,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000286321_core_1	ENSG00000286321		U_ENSG00000286321.2	chr4	28287950	28288118	+	168	168.0	intergenic	.	17	16	15	15	3	0	0.0256	0.0227	0.0582	160.0	167.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000286380_core_1	ENSG00000286380		U_ENSG00000286380.4	chr7	129779879	129780167	-	288	288.0	intergenic	.	18	18	16	14	10	1	0.0216	0.0183	0.0485	254.2	287.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000286382_core_1	ENSG00000286382		U_ENSG00000286382.1	chr11	20596651	20596939	-	288	288.0	near_coding_5kb	.	17	15	15	13	7	1	0.0302	0.0235	0.0996	214.2	249.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000286427_core_1	ENSG00000286427		U_ENSG00000286427.2	chr2	12716466	12716634	-	168	168.0	near_coding_5kb	.	18	9	5	1	0	0	0.049	0.0494	0.0712	144.6	157.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000286433_core_2	ENSG00000286433		U_ENSG00000286433.1	chr1	27830811	27831209	-	398	398.0	antisense	ENSG00000117751	19	18	18	17	12	5	0.0179	0.014	0.0573	224.7	217.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000286444_core_1	ENSG00000286444		U_ENSG00000286444.1	chr20	24992671	24993239	+	568	568.0	antisense	ENSG00000101474	18	18	18	15	6	1	0.0235	0.0241	0.0364	410.7	389.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000286447_core_3	ENSG00000286447		U_ENSG00000286447.2	chr3	96814469	96814707	-	238	238.0	antisense	ENSG00000080224	18	16	16	15	13	0	0.0214	0.0131	0.0735	190.3	210.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000286459_core_1	ENSG00000286459		U_ENSG00000286459.1	chr11	66043337	66043625	+	288	288.0	antisense	ENSG00000175229	19	19	18	16	16	8	0.0152	0.0112	0.0432	211.4	200.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000286463_core_1	ENSG00000286463		U_ENSG00000286463.2	chr11	114160099	114160347	-	248	248.0	antisense	ENSG00000109906	19	18	18	18	16	1	0.0179	0.0134	0.0908	208.9	214.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000286493_core_1	ENSG00000286493		U_ENSG00000286493.2	chr12	120904498	120904772	+	274	274.0	near_coding_5kb	.	17	16	16	15	12	1	0.0185	0.0125	0.0593	251.5	258.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000286503_core_1	ENSG00000286503		U_ENSG00000286503.2	chr5	108382228	108382408	+	180	180.0	near_coding_5kb	.	19	15	15	14	1	0	0.0343	0.0248	0.0884	160.4	172.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000286562_core_1	ENSG00000286562		U_ENSG00000286562.2	chr6	108261293	108261546	+	253	253.0	antisense	ENSG00000112335	18	13	10	7	2	0	0.041	0.0356	0.0793	169.7	149.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000286575_core_1	ENSG00000286575		U_ENSG00000286575.2	chr10	102898784	102899432	-	648	648.0	antisense	ENSG00000148842,ENSG00000214435,ENSG00000270316	17	16	16	14	8	2	0.0225	0.0263	0.0517	297.4	241.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000286585_core_1	ENSG00000286585		U_ENSG00000286585.4	chr3	155854629	155855078	+	449	449.0	near_coding_5kb	.	18	11	11	11	9	1	0.037	0.0212	0.0947	331.6	405.5	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000286596_core_2	ENSG00000286596		U_ENSG00000286596.2	chr4	30720346	30721674	-	1328	1328.0	antisense	ENSG00000169851	19	18	17	15	14	12	0.0156	0.008	0.0723	547.9	444.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000286618_core_1	ENSG00000286618		U_ENSG00000286618.1	chr4	87974974	87975222	-	248	248.0	antisense	ENSG00000118762,ENSG00000118785	18	17	15	13	9	0	0.0268	0.0207	0.0691	185.2	199.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000286626_core_1	ENSG00000286626		U_ENSG00000286626.3	chr11	34044531	34045175	-	644	644.0	antisense	ENSG00000135387	19	17	15	10	3	1	0.0328	0.0293	0.0913	247.2	204.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000286635_core_2	ENSG00000286635		U_ENSG00000286635.1	chr16	6394037	6394365	+	328	328.0	sense_overlapping	ENSG00000078328	19	18	18	18	17	3	0.0168	0.0117	0.0879	249.4	272.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000286638_core_1	ENSG00000286638		U_ENSG00000286638.3	chr5	91280424	91281032	+	608	608.0	intergenic	.	19	19	18	17	13	6	0.0172	0.0158	0.0494	394.9	448.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000286718_core_1	ENSG00000286718		U_ENSG00000286718.3	chr9	122940536	122940895	-	359	359.0	antisense	ENSG00000011454	19	15	15	11	10	1	0.0301	0.0177	0.0802	264.9	295.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000286837_core_1	ENSG00000286837		U_ENSG00000286837.2	chr8	42843037	42843383	+	346	346.0	antisense	ENSG00000120925,ENSG00000131931	19	18	18	18	17	11	0.0143	0.0096	0.0682	320.5	344.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000286883_core_2	ENSG00000286883		U_ENSG00000286883.1	chr2	74472122	74472431	+	309	309.0	antisense	ENSG00000115275,ENSG00000135637,ENSG00000204822	17	17	17	16	14	2	0.0151	0.0131	0.0346	266.5	299.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000286950_core_2	ENSG00000286950		U_ENSG00000286950.1	chr12	32755789	32755997	+	208	208.0	antisense	ENSG00000139131	17	12	10	9	1	0	0.0379	0.0294	0.0732	182.4	187.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000286974_core_1	ENSG00000286974		U_ENSG00000286974.1	chr6	32112524	32112652	+	128	128.0	antisense	ENSG00000168477	18	18	18	17	8	0	0.0211	0.0206	0.0339	119.3	126.5	HLbalEde1,HLcamDro2,HLdidVir1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000287009_core_1	ENSG00000287009		U_ENSG00000287009.1	chr10	96129680	96130288	-	608	608.0	antisense	ENSG00000177853	19	17	17	13	11	7	0.0221	0.0117	0.0634	330.4	350.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000287041_core_1	ENSG00000287041		U_ENSG00000287041.1	chr2	202137569	202137779	-	210	210.0	antisense	ENSG00000182329	17	12	10	9	6	0	0.0429	0.0295	0.0886	130.2	145.0	HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000287045_core_1	ENSG00000287045		U_ENSG00000287045.3	chr3	142595908	142596497	-	589	589.0	antisense	ENSG00000120756	18	15	15	13	9	4	0.0264	0.0196	0.0949	277.9	269.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000287061_core_3	ENSG00000287061		U_ENSG00000287061.1	chr15	90815101	90815349	-	248	248.0	antisense	ENSG00000197299	17	17	16	15	9	1	0.0212	0.0195	0.0435	199.6	207.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLpteVam2,bosTau9,canFam5,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000287068_core_1	ENSG00000287068		U_ENSG00000287068.2	chr11	133532494	133532708	+	214	214.0	antisense	ENSG00000183715	17	13	13	13	9	0	0.031	0.0173	0.0941	186.0	212.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,dasNov3,equCab3,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000287088_core_1	ENSG00000287088		U_ENSG00000287088.1	chr21	44530971	44531459	+	488	488.0	antisense	ENSG00000175894	17	16	15	11	8	1	0.0261	0.022	0.0719	253.2	247.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000287089_core_2	ENSG00000287089		U_ENSG00000287089.1	chr6	33801021	33801389	+	368	368.0	antisense	ENSG00000096395	17	16	15	14	12	3	0.0201	0.0151	0.0634	268.5	282.0	HLbalEde1,HLcamDro2,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,rheMac10,rn7,susScr11
ENSG00000287125_core_1	ENSG00000287125		U_ENSG00000287125.1	chr16	85709631	85710439	+	808	808.0	antisense	ENSG00000154102	19	19	19	19	18	12	0.0101	0.0081	0.0254	549.1	633.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000287151_core_2	ENSG00000287151	LINC03124	U_ENSG00000287151.2	chr2	131750632	131750783	+	151	151.0	intergenic	.	18	18	18	16	9	0	0.0219	0.0202	0.0348	143.4	151.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLmanJav2,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000287178_core_1	ENSG00000287178		U_ENSG00000287178.1	chr3	192079197	192079365	-	168	168.0	intergenic	.	18	16	14	12	2	0	0.0319	0.0264	0.0757	137.7	154.0	HLbalEde1,HLdidVir1,HLeleMax1,HLmanJav2,HLnotEug3,HLoryCun3,HLpteVam2,bosTau9,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
ENSG00000287180_core_1	ENSG00000287180		U_ENSG00000287180.1	chr5	93674634	93674842	+	208	208.0	antisense	ENSG00000113391	17	15	11	10	7	0	0.0307	0.0268	0.0579	161.1	201.0	HLbalEde1,HLcamDro2,HLdidVir1,HLeleMax1,HLnotEug3,HLoryCun3,HLpteVam2,canFam5,dasNov3,equCab3,eriEur2,felCat9,mm39,monDom5,rheMac10,rn7,susScr11
