gene_bare	gene_name	overlap_category	coding_partners	n_cores	max_species_accepted	mean_species_per_core	best_mean_dist	best_median_dist	max_reference_core_length	max_species_d_le_0_05	max_species_d_le_0_04	max_species_d_le_0_03	max_species_d_le_0_02	max_species_d_le_0_01
ENSG00000300501		antisense	ENSG00000079335	1	19	19.0	0.0268	0.0193	208	18	18	13	10	0
ENSG00000286618		antisense	ENSG00000118762,ENSG00000118785	1	18	18.0	0.0268	0.0207	248	17	15	13	9	0
ENSG00000270362	HMGN3-AS1	antisense	ENSG00000118418	1	17	17.0	0.0268	0.0203	208	15	15	11	7	0
ENSG00000293886		antisense	ENSG00000136848	1	18	18.0	0.0269	0.0198	134	15	15	15	11	0
ENSG00000259238		antisense	ENSG00000140299	1	19	19.0	0.0269	0.0183	248	17	15	15	10	0
ENSG00000288063		antisense	ENSG00000164080,ENSG00000164081	1	19	19.0	0.0269	0.021	223	17	15	13	8	0
ENSG00000286028	MIR34BHG	antisense	ENSG00000137707	1	17	17.0	0.0269	0.0193	288	15	15	15	10	0
ENSG00000297520		antisense	ENSG00000198216	1	18	18.0	0.027	0.0162	408	15	14	12	10	2
ENSG00000237380	HOXD-AS2	antisense	ENSG00000128652,ENSG00000128709,ENSG00000175879	1	19	19.0	0.0271	0.0116	282	15	15	15	15	1
ENSG00000271776		antisense	ENSG00000152192	1	18	18.0	0.0271	0.0161	368	16	15	12	11	1
ENSG00000272631		antisense	ENSG00000107779,ENSG00000122367	1	19	19.0	0.0271	0.0217	442	17	16	15	8	1
ENSG00000297816		antisense	ENSG00000108684	1	17	17.0	0.0272	0.0238	248	16	14	10	7	0
ENSG00000288823		antisense	ENSG00000176986,ENSG00000196968	2	18	18.0	0.0272	0.0256	248	17	17	13	6	0
ENSG00000260394	STUB1-DT	antisense	ENSG00000103266	1	17	17.0	0.0272	0.0203	528	15	12	10	8	2
ENSG00000246662	CIBAR1-DT	antisense	ENSG00000188343	2	18	17.5	0.0273	0.028	312	18	18	11	3	1
ENSG00000186594	MIR22HG	antisense	ENSG00000167716	1	19	19.0	0.0273	0.0271	143	19	19	14	0	0
ENSG00000272844		antisense	ENSG00000163607	1	17	17.0	0.0273	0.0243	288	16	15	11	3	1
ENSG00000298550		antisense	ENSG00000047662,ENSG00000163257	1	18	18.0	0.0274	0.0168	248	15	15	13	11	1
ENSG00000303542		antisense	ENSG00000111344	1	17	17.0	0.0274	0.018	236	14	14	11	10	1
ENSG00000279088		antisense	ENSG00000176986	1	18	18.0	0.0274	0.0262	186	17	17	12	6	0
ENSG00000299163		antisense	ENSG00000189266	1	18	18.0	0.0275	0.0251	412	17	14	13	6	2
ENSG00000302777		antisense	ENSG00000166148	1	17	17.0	0.0276	0.025	248	16	16	11	1	1
ENSG00000253187	HOXA10-AS	antisense	ENSG00000078399,ENSG00000253293,ENSG00000257184	1	18	18.0	0.0276	0.0202	368	15	14	14	9	1
ENSG00000285454		antisense	ENSG00000188848	1	19	19.0	0.0277	0.0221	296	17	15	13	8	1
ENSG00000295262		antisense	ENSG00000066117,ENSG00000167588,ENSG00000178449	1	18	18.0	0.0278	0.0164	728	15	14	11	11	5
ENSG00000233642		antisense	ENSG00000151025	1	17	17.0	0.0278	0.0191	576	15	12	12	9	4
ENSG00000293512	BTNL12P	antisense	ENSG00000163430	1	17	17.0	0.0278	0.0266	141	17	16	11	0	0
ENSG00000224165	DNAJC27-AS1	antisense	ENSG00000115137	1	17	17.0	0.0279	0.0188	211	14	13	13	9	0
ENSG00000290074		antisense	ENSG00000143384,ENSG00000143420	1	19	19.0	0.0279	0.02	168	18	16	13	10	0
ENSG00000309910		antisense	ENSG00000073921	1	19	19.0	0.028	0.0237	140	18	18	15	1	0
ENSG00000302058		antisense	ENSG00000065621,ENSG00000148834	1	18	18.0	0.0282	0.0184	348	16	14	12	10	1
ENSG00000285649		antisense	ENSG00000117410,ENSG00000132768	1	17	17.0	0.0282	0.0182	267	14	13	13	10	0
ENSG00000309675		antisense	ENSG00000139112	1	19	19.0	0.0282	0.021	368	17	16	14	9	1
ENSG00000269275		antisense	ENSG00000160472	1	18	18.0	0.0283	0.0231	288	18	13	11	7	0
ENSG00000272195	EFCAB2-AS1	antisense	ENSG00000203666	1	17	17.0	0.0283	0.0215	218	15	14	13	8	0
ENSG00000268584		antisense	ENSG00000166348	1	17	17.0	0.0283	0.0203	248	15	15	11	8	0
ENSG00000260367		antisense	ENSG00000169682	1	19	19.0	0.0284	0.0146	368	15	14	13	12	1
ENSG00000228835		antisense	ENSG00000197705	1	19	19.0	0.0284	0.0218	155	18	15	14	9	0
ENSG00000236643		antisense	ENSG00000148200	1	19	19.0	0.0285	0.0167	207	16	16	16	13	0
ENSG00000224149	LHX8-AS1	antisense	ENSG00000162624	1	17	17.0	0.0286	0.0196	328	14	13	12	9	1
ENSG00000273061	CDC37L1-DT	antisense	ENSG00000106993	1	19	19.0	0.0286	0.0257	178	18	16	13	1	0
ENSG00000269583		antisense	ENSG00000073050,ENSG00000268361	1	18	18.0	0.0286	0.0244	162	18	15	13	1	0
ENSG00000272288	ILRUN-AS1	antisense	ENSG00000196821	1	18	18.0	0.0286	0.0195	128	16	16	15	10	0
ENSG00000258944		antisense	ENSG00000100767	1	18	18.0	0.0286	0.0276	128	17	17	13	0	0
ENSG00000285908		antisense	ENSG00000144867	1	18	18.0	0.0288	0.021	328	15	15	15	9	1
ENSG00000306939		antisense	ENSG00000205336	1	19	19.0	0.0288	0.0217	133	18	14	13	7	0
ENSG00000294647		antisense	ENSG00000129933,ENSG00000167491	1	17	17.0	0.0288	0.0267	128	17	17	12	0	0
ENSG00000267387		antisense	ENSG00000130813	1	18	18.0	0.0288	0.0202	608	16	14	12	9	0
ENSG00000303595		antisense	ENSG00000149823	1	17	17.0	0.0289	0.0213	488	14	11	10	8	1
ENSG00000250107	CACNA1G-AS1	antisense	ENSG00000006283	1	17	17.0	0.0289	0.0251	328	15	14	12	6	1
ENSG00000291132	MTMR9LP	antisense	ENSG00000084623	1	18	18.0	0.0289	0.0166	221	14	14	14	12	0
ENSG00000293621	UVRAG-DT	antisense	ENSG00000062282	1	17	17.0	0.029	0.0281	196	16	16	12	3	0
ENSG00000296693		antisense	ENSG00000165637	1	17	17.0	0.029	0.0255	248	15	14	13	6	0
ENSG00000254733		antisense	ENSG00000151376	1	19	19.0	0.029	0.0243	224	19	17	12	0	0
ENSG00000254041		antisense	ENSG00000169946	1	18	18.0	0.029	0.0189	168	16	16	12	10	0
ENSG00000229407		antisense	ENSG00000143340	1	17	17.0	0.029	0.0189	300	14	13	13	10	0
ENSG00000303343		antisense	ENSG00000105810	1	19	19.0	0.0291	0.0164	300	14	13	13	10	2
ENSG00000265008		antisense	ENSG00000134758	1	17	17.0	0.0291	0.0248	200	17	14	10	5	0
ENSG00000272768		antisense	ENSG00000146676	1	18	18.0	0.0291	0.0254	528	16	14	14	4	1
ENSG00000275202		antisense	ENSG00000102531	1	19	19.0	0.0291	0.0224	248	16	15	12	4	1
ENSG00000231607	DLEU2	antisense	ENSG00000198553,ENSG00000204977	1	19	19.0	0.0292	0.024	140	17	15	12	8	0
ENSG00000299309		antisense	ENSG00000116774	1	17	17.0	0.0292	0.0207	208	14	13	12	8	0
ENSG00000238169		antisense	ENSG00000165566	1	17	17.0	0.0292	0.016	568	13	12	10	9	2
ENSG00000255198	SNHG9	antisense	ENSG00000140988	1	18	18.0	0.0292	0.0239	364	16	15	12	4	0
ENSG00000297150		antisense	ENSG00000106077	1	18	18.0	0.0292	0.0105	514	13	13	13	11	9
ENSG00000270823		antisense	ENSG00000106484	1	18	18.0	0.0292	0.02	248	14	13	13	9	1
ENSG00000290738	URAHP	antisense	ENSG00000141013	1	18	18.0	0.0292	0.0288	342	18	16	10	2	1
ENSG00000229124		antisense	ENSG00000026025	1	17	17.0	0.0293	0.0246	128	15	15	14	5	0
ENSG00000288818		antisense	ENSG00000023287	1	19	19.0	0.0293	0.0298	368	19	15	10	6	1
ENSG00000305704		antisense	ENSG00000234602	1	19	19.0	0.0294	0.0179	248	16	15	14	10	1
ENSG00000270607	LEISA1	antisense	ENSG00000166833	1	18	18.0	0.0294	0.0161	648	13	12	12	11	1
ENSG00000298321		antisense	ENSG00000164975	1	17	17.0	0.0294	0.0202	528	15	14	12	8	1
ENSG00000294667		antisense	ENSG00000132005	1	19	19.0	0.0294	0.024	219	18	15	11	6	0
ENSG00000268812	LIF-AS2	antisense	ENSG00000128342	1	18	18.0	0.0294	0.0178	288	14	13	11	10	1
ENSG00000295111		antisense	ENSG00000152382	1	17	17.0	0.0295	0.0257	440	15	12	9	7	2
ENSG00000306162		antisense	ENSG00000131748,ENSG00000131771	1	18	18.0	0.0295	0.0234	248	15	15	14	7	0
ENSG00000310351		antisense	ENSG00000108349,ENSG00000188895	1	19	19.0	0.0296	0.0266	153	17	14	11	6	0
ENSG00000256262	USP30-AS1	antisense	ENSG00000135093	1	17	17.0	0.0296	0.0264	328	15	12	9	7	1
ENSG00000310037		antisense	ENSG00000186951	1	17	17.0	0.0296	0.0243	277	14	13	12	6	1
ENSG00000235831	BHLHE40-AS1	antisense	ENSG00000134107	1	18	18.0	0.0297	0.0203	248	14	11	10	9	0
ENSG00000258017	TUBA1B-AS1	antisense	ENSG00000123416,ENSG00000167552	1	19	19.0	0.0297	0.0276	153	18	16	12	1	0
ENSG00000307989		antisense	ENSG00000126247	1	19	19.0	0.0297	0.0231	488	18	13	11	6	1
ENSG00000257935	LHX5-AS1	antisense	ENSG00000089116	1	17	17.0	0.0297	0.0192	175	14	13	13	10	0
ENSG00000278058		antisense	ENSG00000178573	1	18	18.0	0.0298	0.0262	488	16	15	11	7	1
ENSG00000268403	ZNF143-AS1	antisense	ENSG00000166478	1	18	18.0	0.0299	0.0106	808	14	13	12	10	9
ENSG00000235927	NEXN-AS1	antisense	ENSG00000162614	1	17	17.0	0.03	0.0211	408	14	12	11	7	2
ENSG00000224870	MRPL20-AS1	antisense	ENSG00000242485	1	17	17.0	0.0301	0.0287	328	17	16	9	1	1
ENSG00000244953		antisense	ENSG00000187479	1	18	18.0	0.0301	0.0216	608	16	12	10	9	5
ENSG00000286718		antisense	ENSG00000011454	1	19	19.0	0.0301	0.0177	359	15	15	11	10	1
ENSG00000260236	PTPN23-DT	antisense	ENSG00000076201	1	19	19.0	0.0302	0.0196	688	15	13	12	10	3
ENSG00000267124		antisense	ENSG00000105556	1	19	19.0	0.0304	0.0243	248	16	16	12	6	0
ENSG00000235903		antisense	ENSG00000080618,ENSG00000123200,ENSG00000136167	1	17	17.0	0.0305	0.0219	328	14	14	12	8	1
ENSG00000254862	LGR4-AS1	antisense	ENSG00000148943,ENSG00000205213	1	18	18.0	0.0306	0.0276	146	18	16	11	0	0
ENSG00000253809		antisense	ENSG00000112280	1	19	19.0	0.0306	0.026	167	16	15	15	4	0
ENSG00000304882		antisense	ENSG00000147471	1	18	18.0	0.0306	0.026	248	17	15	11	0	0
ENSG00000294274		antisense	ENSG00000143341	1	17	17.0	0.0306	0.0278	138	16	14	10	1	0
ENSG00000300693		antisense	ENSG00000181817	1	18	18.0	0.0307	0.0198	211	15	15	15	10	0
ENSG00000215023	GAL3ST2-AS1	antisense	ENSG00000154252	1	18	18.0	0.0307	0.0282	175	16	15	11	5	0
ENSG00000273828		antisense	ENSG00000062598	1	18	18.0	0.0307	0.0207	288	15	14	13	8	0
ENSG00000287180		antisense	ENSG00000113391	1	17	17.0	0.0307	0.0268	208	15	11	10	7	0
ENSG00000234636	MED14OS	antisense	ENSG00000180182	1	18	18.0	0.0308	0.0252	166	16	15	11	1	0
ENSG00000303442		antisense	ENSG00000166839	1	18	18.0	0.0308	0.0186	226	15	13	11	10	0
ENSG00000305109		antisense	ENSG00000032444,ENSG00000090674	1	18	18.0	0.0308	0.0234	288	16	15	11	6	1
ENSG00000291129	PPIEL	antisense	ENSG00000183682	1	18	18.0	0.0309	0.0296	368	15	15	11	2	1
ENSG00000223764	LINC02593	antisense	ENSG00000187634	1	17	17.0	0.031	0.0286	608	15	13	9	7	1
ENSG00000239636	TFAP2E-AS1	antisense	ENSG00000116819	2	18	17.5	0.031	0.025	396	17	15	10	6	0
ENSG00000287068		antisense	ENSG00000183715	1	17	17.0	0.031	0.0173	214	13	13	13	9	0
ENSG00000287710		antisense	ENSG00000131470	1	19	19.0	0.031	0.0206	448	16	16	12	9	1
ENSG00000288752		antisense	ENSG00000156482	1	19	19.0	0.031	0.0229	688	16	16	11	7	1
ENSG00000273010		antisense	ENSG00000121931	1	18	18.0	0.0311	0.0258	488	15	10	10	8	1
ENSG00000295080		antisense	ENSG00000100023	1	18	18.0	0.0311	0.0176	298	13	13	13	11	1
ENSG00000229267	SNHG31	antisense	ENSG00000144452	1	17	17.0	0.0311	0.032	368	17	14	7	2	0
ENSG00000258413		antisense	ENSG00000178974,ENSG00000258469	1	17	17.0	0.0312	0.0257	149	14	13	10	2	0
ENSG00000287547		antisense	ENSG00000213265	1	18	18.0	0.0312	0.0204	328	15	14	13	9	1
ENSG00000274554		antisense	ENSG00000174989	1	17	17.0	0.0312	0.0242	168	16	13	12	2	0
ENSG00000273247		antisense	ENSG00000164134,ENSG00000172007	1	18	18.0	0.0312	0.0262	206	16	15	10	7	0
ENSG00000231889	TRAF3IP2-AS1	antisense	ENSG00000009413,ENSG00000056972	1	18	18.0	0.0312	0.0236	167	17	14	11	4	0
ENSG00000260111		antisense	ENSG00000157350	1	18	18.0	0.0312	0.0289	278	17	12	10	4	0
ENSG00000278709		antisense	ENSG00000124225	2	18	18.0	0.0312	0.0229	408	15	15	11	8	1
ENSG00000224888	HSALR1	antisense	ENSG00000103335	1	18	18.0	0.0314	0.0298	328	15	14	9	7	1
ENSG00000245719	SKOR1-AS1	antisense	ENSG00000188779	1	18	18.0	0.0315	0.0282	488	15	12	9	8	1
ENSG00000244300	GATA2-AS1	antisense	ENSG00000179348	1	18	18.0	0.0315	0.0226	291	15	12	10	8	1
ENSG00000290115		antisense	ENSG00000143224,ENSG00000143258	1	17	17.0	0.0315	0.0259	248	15	13	9	5	0
ENSG00000271969		antisense	ENSG00000215021	1	18	18.0	0.0315	0.0237	248	15	15	12	6	0
ENSG00000297327		antisense	ENSG00000013503	1	18	18.0	0.0316	0.0262	248	15	15	10	4	0
ENSG00000223947		antisense	ENSG00000071082,ENSG00000170485	1	19	19.0	0.0316	0.0236	514	14	14	11	6	1
ENSG00000260107		antisense	ENSG00000167962	1	18	18.0	0.0316	0.0211	169	14	14	13	6	0
ENSG00000296432		antisense	ENSG00000070495	1	18	18.0	0.0316	0.0252	124	16	16	14	0	0
ENSG00000261684		antisense	ENSG00000092531	1	19	19.0	0.0318	0.0278	175	17	15	10	4	0
ENSG00000178107		antisense	ENSG00000165804	1	17	17.0	0.032	0.025	193	14	14	10	3	0
ENSG00000307169		antisense	ENSG00000111144	1	17	17.0	0.0321	0.0232	168	15	13	12	3	0
ENSG00000261373	VPS9D1-AS1	antisense	ENSG00000075399	1	18	18.0	0.0321	0.0232	191	15	13	12	7	0
ENSG00000258253		antisense	ENSG00000161849,ENSG00000161850	1	17	17.0	0.0321	0.0285	262	15	13	11	4	0
ENSG00000260259	LINC02166	antisense	ENSG00000185324	1	18	18.0	0.0322	0.0274	248	16	14	12	3	0
ENSG00000288871		antisense	ENSG00000100429,ENSG00000128159,ENSG00000188130	1	18	18.0	0.0322	0.0278	368	16	14	11	6	1
ENSG00000294008		antisense	ENSG00000184792	1	19	19.0	0.0322	0.0296	208	17	16	13	1	0
ENSG00000235830	SRGAP3-AS4	antisense	ENSG00000196220	1	17	17.0	0.0322	0.028	242	16	14	10	5	0
ENSG00000302461		antisense	ENSG00000105808,ENSG00000205236	1	18	18.0	0.0323	0.0206	458	13	13	13	8	2
ENSG00000235902		antisense	ENSG00000154556	1	19	19.0	0.0325	0.0242	223	16	15	13	5	0
ENSG00000309273		antisense	ENSG00000165119	1	19	19.0	0.0325	0.0285	291	17	14	11	1	0
ENSG00000296987		antisense	ENSG00000185513,ENSG00000288000	1	19	19.0	0.0325	0.022	151	15	15	14	3	0
ENSG00000306974		antisense	ENSG00000196405	1	19	19.0	0.0325	0.0303	128	18	16	9	0	0
ENSG00000302867		antisense	ENSG00000172765	1	19	19.0	0.0326	0.0264	247	17	15	12	8	0
ENSG00000240057	NEPRO-AS1	antisense	ENSG00000163608	1	18	18.0	0.0327	0.0281	159	16	14	11	1	0
ENSG00000281358	RASSF1-AS1	antisense	ENSG00000068028	1	17	17.0	0.0328	0.0292	248	16	15	9	2	0
ENSG00000286626		antisense	ENSG00000135387	1	19	19.0	0.0328	0.0293	644	17	15	10	3	1
ENSG00000269256		antisense	ENSG00000148655	1	18	18.0	0.0329	0.0261	248	14	12	10	5	1
ENSG00000255808	PDE2A-AS1	antisense	ENSG00000186642	1	19	19.0	0.0329	0.0203	208	14	13	13	9	0
ENSG00000289112		antisense	ENSG00000154153	1	19	19.0	0.0329	0.0314	408	16	12	9	4	1
ENSG00000293397	TMBIM7P	antisense	ENSG00000157259	1	17	17.0	0.0329	0.0273	248	14	12	9	5	0
ENSG00000277597		antisense	ENSG00000174231	1	19	19.0	0.033	0.0204	248	15	14	13	9	0
ENSG00000281207	SLFNL1-AS1	antisense	ENSG00000010803,ENSG00000171790	1	17	17.0	0.033	0.0179	180	14	13	11	9	0
ENSG00000234661		antisense	ENSG00000134121	1	17	17.0	0.0331	0.0218	166	13	13	12	5	0
ENSG00000203280		antisense	ENSG00000197077	1	18	18.0	0.0331	0.0229	188	14	14	11	6	0
ENSG00000310217		antisense	ENSG00000143537,ENSG00000243364,ENSG00000251246	1	17	17.0	0.0333	0.0196	288	13	13	12	10	0
ENSG00000235563		antisense	ENSG00000162383	1	19	19.0	0.0333	0.016	288	14	14	13	11	1
ENSG00000218109	KIRREL3-AS3	antisense	ENSG00000149571	1	19	19.0	0.0333	0.0164	488	12	11	11	11	7
ENSG00000278713		antisense	ENSG00000103502	1	19	19.0	0.0334	0.0253	248	14	12	11	6	0
ENSG00000257285		antisense	ENSG00000092036,ENSG00000259132	1	19	19.0	0.0334	0.0308	140	19	14	8	0	0
ENSG00000303189		antisense	ENSG00000100003	1	18	18.0	0.0335	0.0267	248	15	14	11	3	0
ENSG00000302917		antisense	ENSG00000103479	1	19	19.0	0.0336	0.0255	156	15	14	11	4	0
ENSG00000267090		antisense	ENSG00000179168	1	18	18.0	0.0337	0.0264	172	15	14	11	1	0
ENSG00000262049		antisense	ENSG00000185359	1	18	18.0	0.0337	0.0231	208	16	14	10	4	0
ENSG00000304271		antisense	ENSG00000152822	1	17	17.0	0.0338	0.0241	328	12	12	10	7	1
ENSG00000231365	WARS2-AS1	antisense	ENSG00000116874	1	18	18.0	0.0339	0.0231	262	15	15	11	7	0
ENSG00000285840		antisense	ENSG00000189403	1	17	17.0	0.0339	0.0275	208	15	13	11	3	0
ENSG00000308854		antisense	ENSG00000143603	1	17	17.0	0.0339	0.0284	144	14	11	10	1	0
ENSG00000304884		antisense	ENSG00000178031	1	17	17.0	0.034	0.0244	248	13	11	10	5	0
ENSG00000309382		antisense	ENSG00000244694	1	19	19.0	0.034	0.0335	144	18	15	7	1	0
ENSG00000268055		antisense	ENSG00000196218	1	17	17.0	0.034	0.0252	180	14	12	11	1	0
ENSG00000288907		antisense	ENSG00000134910,ENSG00000149554	1	17	17.0	0.0341	0.0241	448	13	11	9	5	1
ENSG00000223652		antisense	ENSG00000061455	1	17	17.0	0.0341	0.0292	288	13	12	10	6	0
ENSG00000235024	CDK5R2-AS1	antisense	ENSG00000171450	1	18	18.0	0.0341	0.0212	168	13	12	12	6	0
ENSG00000249641	HOXC13-AS	antisense	ENSG00000123364	1	17	17.0	0.0342	0.0228	135	13	13	10	8	0
ENSG00000259843	HEATR3-AS1	antisense	ENSG00000155393	1	18	18.0	0.0344	0.0304	160	13	11	9	6	0
ENSG00000229372	SZT2-AS1	antisense	ENSG00000198198	1	17	17.0	0.0344	0.0286	128	15	14	12	0	0
ENSG00000295244		antisense	ENSG00000164078	1	19	19.0	0.0345	0.0246	168	13	13	12	5	0
ENSG00000266718		antisense	ENSG00000176658	1	17	17.0	0.0345	0.0287	408	15	13	9	1	1
ENSG00000302409		antisense	ENSG00000136451,ENSG00000266086	1	19	19.0	0.0345	0.0137	170	11	11	11	10	0
ENSG00000305514		antisense	ENSG00000142856	2	19	19.0	0.0346	0.023	253	17	14	13	7	1
ENSG00000298336		antisense	ENSG00000137266	1	19	19.0	0.0346	0.0294	288	15	13	10	8	1
ENSG00000306723		antisense	ENSG00000173039	1	18	18.0	0.0346	0.0226	408	13	11	11	8	1
ENSG00000254102		antisense	ENSG00000180828	1	17	17.0	0.0347	0.0223	488	12	11	10	8	0
ENSG00000293489	CMAHP	antisense	ENSG00000079691	1	17	17.0	0.0347	0.0261	283	14	11	11	6	1
ENSG00000267348		antisense	ENSG00000007047,ENSG00000142252	1	19	19.0	0.0348	0.0243	287	13	13	13	7	1
ENSG00000220925		antisense	ENSG00000089289	1	18	18.0	0.0348	0.0276	168	15	14	11	1	0
ENSG00000306143		antisense	ENSG00000145147	1	18	18.0	0.0349	0.0208	171	14	12	11	9	0
ENSG00000256879	PDE3A-AS1	antisense	ENSG00000172572	1	17	17.0	0.0349	0.0316	128	16	12	6	0	0
ENSG00000248932	COPB2-DT	antisense	ENSG00000114113,ENSG00000114115,ENSG00000163864	1	19	19.0	0.035	0.0319	408	16	11	8	5	0
ENSG00000307798		antisense	ENSG00000100266,ENSG00000242247	1	17	17.0	0.0351	0.028	229	13	9	9	7	0
ENSG00000290720	ZNF542P	antisense	ENSG00000018869,ENSG00000131848	1	17	17.0	0.0351	0.0284	408	15	11	9	0	0
ENSG00000305675		antisense	ENSG00000181192	1	19	19.0	0.0351	0.0327	253	17	11	5	1	0
ENSG00000303877		antisense	ENSG00000160783,ENSG00000160785,ENSG00000260238	1	18	18.0	0.0354	0.0297	249	16	13	10	4	0
ENSG00000289594		antisense	ENSG00000125247	1	19	19.0	0.0354	0.0301	288	15	12	8	6	0
ENSG00000259172		antisense	ENSG00000140479	1	18	18.0	0.0355	0.019	448	11	11	11	9	1
ENSG00000294563		antisense	ENSG00000175215	1	18	18.0	0.0355	0.0246	136	15	15	11	1	0
ENSG00000254860	TMEM9B-AS1	antisense	ENSG00000175348,ENSG00000175352	1	17	17.0	0.0356	0.0266	188	14	12	10	1	0
ENSG00000267577	DNAAF3-AS1	antisense	ENSG00000129990,ENSG00000167646,ENSG00000267110	1	17	17.0	0.0357	0.0236	169	13	12	12	7	0
ENSG00000309524		antisense	ENSG00000033327	1	19	19.0	0.0357	0.0371	488	13	11	9	5	1
ENSG00000297739		antisense	ENSG00000154217	1	19	19.0	0.0358	0.0354	208	11	11	9	9	0
ENSG00000223343		antisense	ENSG00000177479,ENSG00000178467	1	18	18.0	0.0358	0.0266	347	15	10	10	7	0
ENSG00000277182		antisense	ENSG00000277258	1	17	17.0	0.0359	0.0336	288	13	11	8	6	1
ENSG00000305284		antisense	ENSG00000149932	1	18	18.0	0.036	0.0318	128	15	13	6	1	0
ENSG00000295546		antisense	ENSG00000087510	1	19	19.0	0.036	0.0359	248	16	13	9	6	1
ENSG00000309152		antisense	ENSG00000176697	1	19	19.0	0.0361	0.0297	136	17	15	10	0	0
ENSG00000293491	TMEM198B	antisense	ENSG00000123342,ENSG00000135392	1	17	17.0	0.0361	0.0362	350	17	10	4	1	0
ENSG00000306456		antisense	ENSG00000164091	1	17	17.0	0.0361	0.0336	212	14	11	7	1	0
ENSG00000295028		antisense	ENSG00000164951	1	18	18.0	0.0362	0.0304	168	13	13	8	4	0
ENSG00000285190		antisense	ENSG00000134480	1	18	18.0	0.0363	0.0268	560	14	13	10	3	0
ENSG00000307482		antisense	ENSG00000146411	1	17	17.0	0.0365	0.0323	128	15	13	6	0	0
ENSG00000267778	CBARP-DT	antisense	ENSG00000099625	1	17	17.0	0.0366	0.0279	128	14	14	9	0	0
ENSG00000253653		antisense	ENSG00000055163	1	19	19.0	0.0366	0.0287	138	16	13	10	0	0
ENSG00000287454		antisense	ENSG00000111145	1	18	18.0	0.0366	0.0293	184	15	14	9	1	0
ENSG00000214401	KANSL1-AS1	antisense	ENSG00000120071	1	18	18.0	0.0366	0.0306	131	13	11	8	1	0
ENSG00000261423	TMEM202-AS1	antisense	ENSG00000187806	1	17	17.0	0.0367	0.0288	248	12	10	9	1	0
ENSG00000270403		antisense	ENSG00000177103	1	17	17.0	0.0368	0.0273	288	13	13	11	5	1
ENSG00000234779	BNC2-AS1	antisense	ENSG00000173068	1	19	19.0	0.0368	0.0353	168	17	13	6	1	0
ENSG00000124915	MYRF-AS1	antisense	ENSG00000124920,ENSG00000134780	1	17	17.0	0.037	0.0183	248	11	10	10	9	0
ENSG00000226604	PAPPA-AS2	antisense	ENSG00000182752	1	17	17.0	0.037	0.0211	408	12	10	9	7	2
ENSG00000301678		antisense	ENSG00000151322	1	17	17.0	0.0371	0.0243	404	11	10	10	8	7
ENSG00000256940	PPP1R14B-AS1	antisense	ENSG00000173457	1	17	17.0	0.0371	0.0306	173	13	11	8	1	0
ENSG00000239219	FHL1P1	antisense	ENSG00000008952	1	18	18.0	0.0371	0.0382	291	12	10	6	5	0
ENSG00000301937		antisense	ENSG00000122025	1	17	17.0	0.0373	0.0227	568	11	11	9	7	1
ENSG00000272004		antisense	ENSG00000189339	1	18	18.0	0.0373	0.0382	386	16	11	3	1	1
ENSG00000276727		antisense	ENSG00000182199	1	17	17.0	0.0373	0.0363	208	15	9	6	0	0
ENSG00000299210		antisense	ENSG00000108298	1	19	19.0	0.0374	0.0305	368	13	13	9	4	0
ENSG00000277449		antisense	ENSG00000172216	1	18	18.0	0.0375	0.0367	257	15	12	7	5	0
ENSG00000224660	SH3BP5-AS1	antisense	ENSG00000131370	1	18	18.0	0.0376	0.0293	288	12	10	9	7	1
ENSG00000241648		antisense	ENSG00000175161	1	18	18.0	0.0376	0.0338	149	16	14	1	1	0
ENSG00000249996	PPIC-AS1	antisense	ENSG00000168938	1	19	19.0	0.0377	0.0268	156	13	13	11	1	0
ENSG00000248636	PRKAB1-AS1	antisense	ENSG00000111725,ENSG00000183273,ENSG00000224982	1	18	18.0	0.0378	0.0339	288	14	13	6	2	0
ENSG00000286950		antisense	ENSG00000139131	1	17	17.0	0.0379	0.0294	208	12	10	9	1	0
ENSG00000289836		antisense	ENSG00000105792	1	17	17.0	0.038	0.0279	248	12	11	9	1	1
ENSG00000214432		antisense	ENSG00000184056,ENSG00000198901	1	19	19.0	0.0381	0.0381	239	16	12	4	1	0
ENSG00000285600		antisense	ENSG00000073111	1	17	17.0	0.0383	0.0344	153	15	12	5	1	0
ENSG00000264578		antisense	ENSG00000158669	1	18	18.0	0.0384	0.0318	248	14	11	5	1	0
ENSG00000248980		antisense	ENSG00000129128	1	19	19.0	0.0385	0.0367	208	16	12	4	2	0
ENSG00000226913	BSN-DT	antisense	ENSG00000173402	1	18	18.0	0.0386	0.0302	195	12	12	8	1	0
ENSG00000287789		antisense	ENSG00000112182	1	17	17.0	0.0386	0.0324	128	14	12	7	0	0
ENSG00000266283		antisense	ENSG00000141448	1	18	18.0	0.0387	0.0296	128	13	12	10	1	0
ENSG00000287336		antisense	ENSG00000197959	1	17	17.0	0.0387	0.0276	288	12	11	9	4	1
ENSG00000228061	ELP4-AS1	antisense	ENSG00000109911	1	19	19.0	0.0388	0.0341	143	16	12	5	1	0
ENSG00000232671	ZNF687-AS1	antisense	ENSG00000143373	1	18	18.0	0.0388	0.0302	352	13	11	9	5	0
ENSG00000247363	NUP107-DT	antisense	ENSG00000111581	1	17	17.0	0.0389	0.0366	208	14	9	6	1	0
